10,0.02,0.595859164815
10,0.0201,0.595625219324
10,0.0202,0.595625219324
10,0.0203,0.595625219324
10,0.0204,0.595859164815
10,0.0205,0.595859164815
10,0.0206,0.596093110305
10,0.0207,0.595859164815
10,0.0208,0.59597613756
10,0.0209,0.596210083051
10,0.021,0.596093110305
10,0.0211,0.596210083051
10,0.0212,0.596093110305
10,0.0213,0.596210083051
10,0.0214,0.596210083051
10,0.0215,0.596093110305
10,0.0216,0.596210083051
10,0.0217,0.596210083051
10,0.0218,0.596093110305
10,0.0219,0.595859164815
10,0.022,0.59597613756
10,0.0221,0.596093110305
10,0.0222,0.596327055796
10,0.0223,0.596210083051
10,0.0224,0.596327055796
10,0.0225,0.596093110305
10,0.0226,0.596093110305
10,0.0227,0.596210083051
10,0.0228,0.596093110305
10,0.0229,0.596444028541
10,0.023,0.596327055796
10,0.0231,0.596093110305
10,0.0232,0.59597613756
10,0.0233,0.595508246579
10,0.0234,0.595625219324
10,0.0235,0.595508246579
10,0.0236,0.595274301088
10,0.0237,0.595040355597
10,0.0238,0.595274301088
10,0.0239,0.595157328342
10,0.024,0.594689437361
10,0.0241,0.594923382852
10,0.0242,0.595157328342
10,0.0243,0.594923382852
10,0.0244,0.595274301088
10,0.0245,0.595391273833
10,0.0246,0.595391273833
10,0.0247,0.595157328342
10,0.0248,0.595157328342
10,0.0249,0.595040355597
10,0.025,0.594806410106
10,0.0251,0.594689437361
10,0.0252,0.594806410106
10,0.0253,0.594806410106
10,0.0254,0.594923382852
10,0.0255,0.594923382852
10,0.0256,0.594572464616
10,0.0257,0.59445549187
10,0.0258,0.594572464616
10,0.0259,0.59445549187
10,0.026,0.594338519125
10,0.0261,0.59445549187
10,0.0262,0.59445549187
10,0.0263,0.594572464616
10,0.0264,0.59445549187
10,0.0265,0.594572464616
10,0.0266,0.59445549187
10,0.0267,0.59422154638
10,0.0268,0.59422154638
10,0.0269,0.594104573634
10,0.027,0.593987600889
10,0.0271,0.593870628144
10,0.0272,0.593987600889
10,0.0273,0.593753655398
10,0.0274,0.593636682653
10,0.0275,0.593753655398
10,0.0276,0.593402737162
10,0.0277,0.593636682653
10,0.0278,0.593636682653
10,0.0279,0.593285764417
10,0.028,0.593519709908
10,0.0281,0.593636682653
10,0.0282,0.593753655398
10,0.0283,0.593519709908
10,0.0284,0.593402737162
10,0.0285,0.593285764417
10,0.0286,0.593051818926
10,0.0287,0.593168791672
10,0.0288,0.593168791672
10,0.0289,0.592817873435
10,0.029,0.592817873435
10,0.0291,0.592583927945
10,0.0292,0.592349982454
10,0.0293,0.592583927945
10,0.0294,0.592349982454
10,0.0295,0.592349982454
10,0.0296,0.592233009709
10,0.0297,0.592116036963
10,0.0298,0.592233009709
10,0.0299,0.592233009709
10,0.03,0.592349982454
10,0.0301,0.592349982454
10,0.0302,0.592116036963
10,0.0303,0.591999064218
10,0.0304,0.591999064218
10,0.0305,0.591999064218
10,0.0306,0.591882091473
10,0.0307,0.591999064218
10,0.0308,0.591765118727
10,0.0309,0.592116036963
10,0.031,0.591882091473
10,0.0311,0.591648145982
10,0.0312,0.591180255001
10,0.0313,0.591297227746
10,0.0314,0.591063282255
10,0.0315,0.591180255001
10,0.0316,0.591180255001
10,0.0317,0.591297227746
10,0.0318,0.591531173237
10,0.0319,0.591297227746
10,0.032,0.591180255001
10,0.0321,0.591414200491
10,0.0322,0.591531173237
10,0.0323,0.591531173237
10,0.0324,0.591648145982
10,0.0325,0.591648145982
10,0.0326,0.591765118727
10,0.0327,0.591648145982
10,0.0328,0.591531173237
10,0.0329,0.591648145982
10,0.033,0.591765118727
10,0.0331,0.591531173237
10,0.0332,0.591414200491
10,0.0333,0.591297227746
10,0.0334,0.590829336765
10,0.0335,0.590712364019
10,0.0336,0.590712364019
10,0.0337,0.590478418528
10,0.0338,0.590361445783
10,0.0339,0.590244473038
10,0.034,0.589893554802
10,0.0341,0.590010527547
10,0.0342,0.589776582056
10,0.0343,0.58942566382
10,0.0344,0.589542636566
10,0.0345,0.589308691075
10,0.0346,0.58919171833
10,0.0347,0.589074745584
10,0.0348,0.588840800094
